"index_name","index_date","open_index_value","high_index_value","low_index_value","closing_index_value","points_change","change_percent","volume","turnover_rs_cr","pe_ratio","pb_ratio","div_yield"
"Nifty 4-8 yr G-Sec Index","19-12-2019","2130.00","2130.37","2127.20","2128.26","-1.32","-0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","19-12-2019","2122.30","2123.51","2118.51","2120.28","-1.60","-0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","19-12-2019","2290.94","2296.04","2290.94","2296.04","5.56","0.24","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","19-12-2019","2037.31","2038.13","2033.79","2034.57","-2.35","-0.12","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","19-12-2019","1843.53","1843.81","1838.15","1838.16","-5.04","-0.27","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","19-12-2019","933.27","933.41","930.51","930.51","-2.76","-0.30","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","19-12-2019","NaN","NaN","NaN","1857.98","0.25","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","19-12-2019","NaN","NaN","NaN","5980.96","14.25","0.24","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","18-12-2019","12197.00","12237.70","12163.45","12221.65","56.65","0.47","518854651","22341.06","28.48","3.77","1.22"
"Nifty Next 50","18-12-2019","28086.15","28171.30","27908.90","28138.20","106.45","0.38","501782905","5280.36","69.71","3.75","1.18"
"Nifty 100","18-12-2019","12280.05","12319.20","12240.75","12304.25","55.30","0.45","1029683849","27688.75","30.91","3.77","1.22"
"Nifty 200","18-12-2019","6255.25","6271.25","6233.55","6263.45","23.45","0.38","1297261707","32423.55","30.18","3.57","1.21"
"Nifty 500","18-12-2019","9854.75","9876.40","9821.20","9864.55","33.20","0.34","1518631027","35229.35","31.21","3.40","1.20"
"Nifty Midcap 50","18-12-2019","4648.30","4651.05","4598.20","4620.80","-21.10","-0.45","236707160","3930.48","22.48","2.00","1.48"
"NIFTY Midcap 100","18-12-2019","16965.70","16978.25","16826.85","16892.75","-46.20","-0.27","267577858","4734.80","25.10","2.47","1.20"
"NIFTY Smallcap 100","18-12-2019","5698.70","5722.40","5678.40","5691.90","1.90","0.03","124350000","2003.46","116.76","1.96","1.22"
"Nifty50 Dividend Points","18-12-2019","NaN","NaN","NaN","117.82","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","18-12-2019","8061.00","8111.95","8039.25","8082.35","42.45","0.53","109141213","3444.96","23.86","3.58","1.36"
"Nifty Bank","18-12-2019","32292.25","32293.65","32017.30","32244.25","104.00","0.32","258844226","5720.31","40.36","3.43","0.31"
"Nifty Energy","18-12-2019","15961.00","16000.95","15899.20","15956.85","-18.70","-0.12","55116295","1855.89","13.27","1.75","2.92"
"Nifty Financial Services","18-12-2019","14602.95","14634.40","14521.00","14618.95","64.45","0.44","105185557","7271.50","35.42","4.55","0.48"
"Nifty FMCG","18-12-2019","30186.85","30331.90","29964.80","30291.05","109.00","0.36","34723017","2158.50","37.59","10.47","1.34"
"Nifty IT","18-12-2019","15680.50","15835.80","15649.15","15710.65","73.50","0.47","46723697","4525.93","21.17","5.22","1.95"
"Nifty Media","18-12-2019","1774.35","1778.95","1754.90","1766.00","-6.10","-0.34","40744867","570.03","52.55","2.18","1.17"
"Nifty Metal","18-12-2019","2667.75","2704.60","2648.85","2687.65","21.90","0.82","171742506","3466.94","9.77","1.13","4.52"
"Nifty MNC","18-12-2019","13737.15","13740.80","13634.45","13701.95","-10.40","-0.08","370107046","2723.57","NaN","4.00","1.86"
"Nifty 1D Rate Index","11-11-2019","NaN","NaN","NaN","1848.56","0.76","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty Pharma","18-12-2019","8013.45","8100.40","7988.20","8091.10","91.50","1.14","18621966","1069.10","25.77","3.16","0.65"
"Nifty PSU Bank","18-12-2019","2567.70","2569.40","2499.30","2512.85","-54.55","-2.12","98799471","1528.36","NaN","0.74","0.04"
"Nifty Realty","18-12-2019","289.00","290.95","287.20","290.55","1.95","0.68","11289920","304.64","29.14","2.74","0.47"
"Nifty India Consumption","18-12-2019","4908.50","4923.30","4873.55","4919.75","25.80","0.53","92686030","5984.89","54.60","5.73","1.14"
"Nifty Commodities","18-12-2019","3390.65","3399.95","3378.70","3387.30","-3.30","-0.10","221092814","6056.69","13.66","1.58","3.03"
"Nifty Dividend Opportunities 50","18-12-2019","2528.20","2534.65","2520.00","2526.85","0.40","0.02","209478136","7649.13","14.73","2.33","3.75"
"Nifty Infrastructure","18-12-2019","3275.30","3277.40","3252.80","3263.45","-5.10","-0.16","123987578","5175.96","24.48","2.41","1.84"
"Nifty PSE","18-12-2019","3164.20","3171.55","3142.70","3152.90","-11.95","-0.38","131070303","1420.48","9.64","1.33","4.68"
"Nifty Services Sector","18-12-2019","17480.00","17511.20","17416.15","17487.50","67.75","0.39","343658808","13706.06","32.39","4.15","1.04"
"Nifty50 Shariah","18-12-2019","NaN","NaN","NaN","2477.34","3.28","0.13","77324357","6204.39","24.23","4.47","2.07"
"Nifty500 Shariah","18-12-2019","NaN","NaN","NaN","2957.34","3.49","0.12","244911334","10929.54","25.65","4.33","1.64"
"Nifty Low Volatility 50","18-12-2019","NaN","NaN","NaN","10564.37","35.97","0.34","133882293","12684.51","22.62","3.67","1.48"
"Nifty Alpha 50","18-12-2019","12822.50","12834.15","12747.15","12798.70","-7.90","-0.06","106324634","10164.74","28.64","3.77","0.60"
"Nifty High Beta 50","18-12-2019","NaN","NaN","NaN","1362.41","-13.45","-0.98","901694541","9943.12","NaN","1.07","1.43"
"Nifty100 Equal Weight","18-12-2019","13303.70","13313.25","13227.10","13293.55","34.40","0.26","1029683849","27688.75","214.25","2.66","1.61"
"Nifty100 Liquid 15","18-12-2019","3799.00","3802.00","3768.55","3781.05","-6.90","-0.18","342983331","8099.88","21.47","2.01","1.56"
"Nifty CPSE","18-12-2019","1877.65","1882.05","1867.55","1877.80","-2.65","-0.14","48960147","451.83","8.51","1.25","5.49"
"Nifty50 Value 20","18-12-2019","5451.60","5472.35","5438.05","5454.95","8.65","0.16","288944449","9399.71","16.73","2.76","2.61"
"Nifty Midcap Liquid 15","18-12-2019","3983.20","3987.50","3945.15","3957.30","-18.90","-0.48","43983513","1413.16","19.52","2.37","1.48"
"Nifty Shariah 25","18-12-2019","NaN","NaN","NaN","4291.53","15.17","0.35","64718703","3911.68","25.50","4.02","1.58"
"India VIX","18-12-2019","12.52","12.72","11.39","12.34","-0.18","-1.44","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","18-12-2019","6436.95","6469.85","6411.00","6464.00","41.20","0.64","69683877","6811.48","31.79","6.56","0.83"
"Nifty50 TR 1x Inverse","18-12-2019","336.00","336.95","334.90","335.35","-1.50","-0.45","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","18-12-2019","6917.00","6962.90","6879.45","6944.85","63.10","0.92","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","18-12-2019","383.10","384.15","381.80","382.30","-1.75","-0.46","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","18-12-2019","5321.10","5356.45","5292.25","5342.55","48.55","0.92","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","18-12-2019","2697.45","2711.95","2690.75","2708.55","17.30","0.64","110164708","9815.83","26.82","6.85","1.73"
"Nifty 50 Futures TR Index","18-12-2019","NaN","NaN","NaN","12348.41","58.34","0.47","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","18-12-2019","NaN","NaN","NaN","1877.29","0.16","0.01","NaN","NaN","NaN","NaN","NaN"
"NIFTY50 Equal Weight","18-12-2019","12315.90","12339.55","12270.90","12313.60","28.65","0.23","518854651","22341.06","22.74","2.54","1.87"
"Nifty100 Low Volatility 30","18-12-2019","8855.40","8912.35","8847.30","8903.70","61.45","0.69","125876375","12447.27","23.40","4.56","1.55"
"NIFTY Alpha Low-Volatility 30","18-12-2019","NaN","NaN","NaN","12107.34","58.37","0.48","130874532","12412.87","30.12","5.24","1.13"
"NIFTY Quality Low-Volatility 30","18-12-2019","NaN","NaN","NaN","8473.96","57.72","0.69","92304665","9521.53","27.23","6.80","1.59"
"NIFTY Alpha Quality Low-Volatility 30","18-12-2019","NaN","NaN","NaN","9651.55","73.42","0.77","103626142","10483.62","26.92","6.56","1.56"
"NIFTY Alpha Quality Value Low-Volatility 30","18-12-2019","NaN","NaN","NaN","7263.59","44.14","0.61","118410730","9317.14","20.57","4.20","2.10"
"NIFTY200 Quality 30","18-12-2019","9738.80","9790.50","9709.75","9776.05","52.30","0.54","105524857","8091.18","25.37","6.82","1.98"
"NIFTY LargeMidcap 250","18-12-2019","NaN","NaN","NaN","6011.09","5.81","0.10","1306839180","32712.37","29.33","3.22","1.14"
"NIFTY SME EMERGE","18-12-2019","NaN","NaN","NaN","1311.30","-9.22","-0.70","NaN","NaN","12.74","1.25","0.37"
"NIFTY100 ESG","18-12-2019","NaN","NaN","NaN","2267.22","10.79","0.48","900527590","24619.31","32.07","3.94","1.05"
"NIFTY100 Enhanced ESG","18-12-2019","NaN","NaN","NaN","2288.71","10.67","0.47","879035862","23558.68","31.56","3.98","1.08"
"NIFTY500 Value 50","18-12-2019","NaN","NaN","NaN","3618.87","-15.86","-0.44","312511951","5602.62","12.59","0.85","4.55"
"Nifty 50 Futures Index","18-12-2019","NaN","NaN","NaN","4127.53","18.88","0.46","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","18-12-2019","NaN","NaN","NaN","2987.39","-42.31","-1.40","344167232","953.10","NaN","1.48","0.35"
"NIFTY100 Alpha 30","18-12-2019","NaN","NaN","NaN","7421.73","33.57","0.45","98352288","11677.16","34.23","6.25","0.81"
"Nifty MidSmallcap 400","18-12-2019","5714.75","5719.95","5679.40","5695.50","-9.75","-0.17","488947178","7540.60","32.68","2.35","1.12"
"Nifty Smallcap 50","18-12-2019","2760.40","2772.90","2749.00","2756.90","1.75","0.06","80642319","1475.06","23.54","1.74","1.06"
"Nifty Smallcap 250","18-12-2019","4745.75","4756.30","4727.75","4738.05","1.20","0.03","211791847","2516.98","55.04","1.73","1.27"
"Nifty Private Bank","18-12-2019","17811.90","17863.05","17694.35","17836.85","104.80","0.59","189871701","4491.22","40.74","3.93","0.38"
"Nifty Tata Group 25% Cap","18-12-2019","NaN","NaN","NaN","4827.34","-38.39","-0.79","128881295","5313.82","20.81","2.62","1.05"
"Nifty Tata Group","18-12-2019","NaN","NaN","NaN","6939.89","-12.55","-0.18","148264848","5917.89","24.04","5.13","1.14"
"Nifty Mahindra Group","18-12-2019","NaN","NaN","NaN","9858.38","163.28","1.68","18374209","1052.27","15.61","2.62","1.68"
"Nifty Midcap 150","18-12-2019","6257.00","6260.85","6209.75","6231.00","-16.15","-0.26","277155331","5023.62","27.63","2.80","1.05"
"Nifty 8-13 yr G-Sec","18-12-2019","1996.01","2000.51","1994.94","2000.51","4.87","0.24","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","18-12-2019","2126.19","2129.75","2124.87","2129.58","3.80","0.18","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","18-12-2019","2114.52","2121.88","2114.52","2121.88","7.78","0.37","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","18-12-2019","2283.66","2290.48","2283.66","2290.48","7.28","0.32","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","18-12-2019","2032.09","2036.99","2031.70","2036.92","5.22","0.26","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","18-12-2019","1838.01","1844.12","1836.24","1843.20","5.52","0.30","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","18-12-2019","930.60","933.74","929.70","933.27","2.66","0.29","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","18-12-2019","NaN","NaN","NaN","1857.73","0.25","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","18-12-2019","NaN","NaN","NaN","5966.71","28.37","0.48","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","17-12-2019","12082.45","12182.75","12070.35","12165.00","111.05","0.92","499585789","20968.79","28.35","3.76","1.23"
"Nifty50 USD","11-11-2019","NaN","NaN","NaN","5776.46","-13.25","-0.23","NaN","NaN","NaN","NaN","NaN"
"Nifty Next 50","17-12-2019","27977.40","28066.30","27921.00","28031.75","116.50","0.42","467178928","4934.50","69.44","3.74","1.19"
"Nifty 100","17-12-2019","12173.40","12266.15","12160.90","12248.95","104.10","0.86","972559023","25946.58","30.77","3.75","1.22"
"Nifty 200","17-12-2019","6203.55","6248.20","6197.20","6240.00","51.20","0.83","1270592895","31066.42","30.06","3.56","1.22"
"Nifty 500","17-12-2019","9776.45","9842.90","9766.55","9831.35","78.35","0.80","1516669810","34075.03","31.11","3.38","1.20"
"Nifty Midcap 50","17-12-2019","4619.00","4645.60","4599.80","4641.90","34.20","0.74","263902364","4262.65","22.58","2.01","1.48"
"NIFTY Midcap 100","17-12-2019","16887.15","16956.00","16840.85","16938.95","96.85","0.58","298033872","5119.84","25.17","2.47","1.19"
"NIFTY Smallcap 100","17-12-2019","5666.85","5694.05","5658.35","5690.00","42.55","0.75","154655878","2000.71","116.72","1.96","1.22"
"Nifty50 Dividend Points","17-12-2019","NaN","NaN","NaN","117.82","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","17-12-2019","8028.10","8068.10","8013.85","8039.90","49.10","0.61","68358483","2669.60","23.74","3.56","1.37"
"Nifty Bank","17-12-2019","32082.40","32213.35","31987.35","32140.25","166.05","0.52","259934353","5360.57","40.23","3.42","0.31"
"Nifty Energy","17-12-2019","15964.85","16019.05","15907.20","15975.55","1.35","0.01","63350906","2398.84","13.28","1.75","2.92"
"Nifty Financial Services","17-12-2019","14441.00","14572.20","14410.45","14554.50","136.90","0.95","115254783","7740.45","35.26","4.53","0.48"
"Nifty FMCG","17-12-2019","30115.65","30334.80","30084.35","30182.05","138.95","0.46","28731629","1603.00","37.45","10.43","1.35"
"Nifty IT","17-12-2019","15417.55","15670.35","15387.20","15637.15","288.45","1.88","35675500","3589.74","21.07","5.20","1.96"
"Nifty Media","17-12-2019","1756.90","1785.80","1755.25","1772.10","17.10","0.97","51021862","632.40","52.73","2.19","1.16"
"Nifty Metal","17-12-2019","2603.90","2677.25","2600.95","2665.75","74.65","2.88","201488191","3436.67","9.69","1.12","4.56"
"Nifty MNC","17-12-2019","13690.05","13740.95","13668.00","13712.35","76.75","0.56","364615655","2588.22","NaN","4.00","1.85"
"Nifty Pharma","17-12-2019","8037.35","8068.20","7973.70","7999.60","-26.25","-0.33","22362391","1232.73","25.48","3.12","0.66"
"Nifty PSU Bank","17-12-2019","2565.55","2596.10","2558.95","2567.40","12.15","0.48","95248798","1514.31","NaN","0.76","0.04"
"Nifty Realty","17-12-2019","289.45","290.65","287.65","288.60","-0.75","-0.26","8663003","238.90","28.94","2.72","0.47"
"Nifty India Consumption","17-12-2019","4878.10","4900.10","4869.85","4893.95","32.80","0.67","90349800","5370.07","54.31","5.70","1.15"
"Nifty Commodities","17-12-2019","3357.00","3395.90","3346.25","3390.60","39.65","1.18","253769934","6257.46","13.68","1.58","3.03"
"Nifty Dividend Opportunities 50","17-12-2019","2511.75","2530.10","2507.60","2526.45","20.40","0.81","217895831","6883.81","14.73","2.33","3.75"
"Nifty Infrastructure","17-12-2019","3248.60","3273.50","3239.15","3268.55","24.70","0.76","135979564","5980.65","24.52","2.42","1.84"
"Nifty PSE","17-12-2019","3152.65","3170.05","3134.25","3164.85","12.50","0.40","139018163","1524.22","9.67","1.34","4.66"
"Nifty Services Sector","17-12-2019","17259.40","17442.60","17221.50","17419.75","201.60","1.17","351976432","13534.08","32.27","4.13","1.04"
"Nifty50 Shariah","17-12-2019","NaN","NaN","NaN","2474.05","23.57","0.96","74546552","4939.48","24.20","4.46","2.07"
"Nifty500 Shariah","17-12-2019","NaN","NaN","NaN","2953.86","25.03","0.85","214520760","9382.16","25.62","4.33","1.64"
"Nifty Low Volatility 50","17-12-2019","NaN","NaN","NaN","10528.41","65.73","0.63","116331745","11046.16","22.55","3.66","1.48"
"Nifty Alpha 50","17-12-2019","12766.15","12814.75","12744.50","12806.60","69.80","0.55","109486127","9975.28","28.66","3.77","0.60"
"Nifty High Beta 50","17-12-2019","NaN","NaN","NaN","1375.85","13.79","1.01","895546587","10104.35","NaN","1.08","1.42"
"Nifty100 Equal Weight","17-12-2019","13198.65","13274.40","13173.05","13259.15","95.00","0.72","972559023","25946.58","213.70","2.65","1.61"
"Nifty100 Liquid 15","17-12-2019","3770.55","3792.95","3765.65","3787.95","31.00","0.83","336700813","8180.72","21.51","2.01","1.55"
"Nifty CPSE","17-12-2019","1873.00","1884.15","1861.70","1880.45","5.85","0.31","43440049","447.02","8.53","1.26","5.48"
"Nifty50 Value 20","17-12-2019","5414.95","5458.20","5409.95","5446.30","43.55","0.81","284102808","8259.21","16.70","2.75","2.62"
"Nifty Midcap Liquid 15","17-12-2019","3962.60","3982.15","3943.55","3976.20","25.45","0.64","47865249","1491.57","19.61","2.38","1.47"
"Nifty Shariah 25","17-12-2019","NaN","NaN","NaN","4276.36","11.91","0.28","55004125","3053.07","25.41","4.00","1.59"
"India VIX","17-12-2019","13.42","13.43","11.96","12.52","-0.90","-6.69","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","17-12-2019","6375.55","6428.40","6371.55","6422.80","65.35","1.03","70849076","6710.36","31.59","6.52","0.83"
"Nifty50 TR 1x Inverse","17-12-2019","339.20","339.50","336.35","336.85","-3.10","-0.91","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","17-12-2019","6789.20","6901.60","6776.15","6881.75","123.60","1.83","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","17-12-2019","386.70","387.05","383.45","384.05","-3.50","-0.90","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","17-12-2019","5222.80","5309.25","5212.75","5294.00","95.05","1.83","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","17-12-2019","2683.15","2694.85","2679.00","2691.25","18.05","0.68","100898721","8366.53","26.65","6.80","1.74"
"Nifty 50 Futures TR Index","17-12-2019","NaN","NaN","NaN","12290.06","107.32","0.88","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","17-12-2019","NaN","NaN","NaN","1877.13","0.76","0.04","NaN","NaN","NaN","NaN","NaN"
"NIFTY50 Equal Weight","17-12-2019","12209.45","12301.90","12192.30","12284.95","111.70","0.92","499585789","20968.79","22.69","2.53","1.87"
"Nifty100 Low Volatility 30","17-12-2019","8807.15","8852.95","8792.30","8842.25","67.60","0.77","106154374","10735.11","23.23","4.52","1.56"
"NIFTY Alpha Low-Volatility 30","17-12-2019","NaN","NaN","NaN","12048.97","79.36","0.66","118277155","11104.61","29.98","5.21","1.13"
"NIFTY Quality Low-Volatility 30","17-12-2019","NaN","NaN","NaN","8416.24","65.10","0.78","79029723","8393.96","27.04","6.76","1.60"
"NIFTY Alpha Quality Low-Volatility 30","17-12-2019","NaN","NaN","NaN","9578.13","60.03","0.63","88186795","9363.16","26.72","6.51","1.57"
"NIFTY Alpha Quality Value Low-Volatility 30","17-12-2019","NaN","NaN","NaN","7219.45","43.25","0.60","106715207","7854.05","20.44","4.17","2.11"
"NIFTY200 Quality 30","17-12-2019","9697.95","9740.65","9687.05","9723.75","58.60","0.61","95316842","6667.25","25.24","6.78","1.99"
"NIFTY LargeMidcap 250","17-12-2019","NaN","NaN","NaN","6005.28","40.82","0.68","1280188869","31419.89","29.31","3.22","1.14"
"NIFTY SME EMERGE","17-12-2019","NaN","NaN","NaN","1320.52","-8.15","-0.61","NaN","NaN","12.83","1.26","0.36"
"NIFTY100 ESG","17-12-2019","NaN","NaN","NaN","2256.43","19.29","0.86","845531886","23035.25","31.92","3.93","1.05"
"NIFTY100 Enhanced ESG","17-12-2019","NaN","NaN","NaN","2278.04","20.62","0.91","825322731","22014.81","31.41","3.96","1.08"
"NIFTY500 Value 50","17-12-2019","NaN","NaN","NaN","3634.73","41.92","1.17","299785617","5192.85","12.65","0.85","4.53"
"Nifty 50 Futures Index","17-12-2019","NaN","NaN","NaN","4108.65","35.26","0.87","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","17-12-2019","NaN","NaN","NaN","3029.71","49.64","1.67","335773519","930.80","NaN","1.50","0.35"
"NIFTY100 Alpha 30","17-12-2019","NaN","NaN","NaN","7388.15","45.29","0.62","90353137","10946.51","34.07","6.23","0.82"
"Nifty MidSmallcap 400","17-12-2019","5688.35","5707.85","5677.15","5705.25","31.95","0.56","544110787","8128.46","32.74","2.36","1.12"
"Nifty Smallcap 50","17-12-2019","2739.45","2760.55","2734.80","2755.15","26.35","0.97","83480266","1413.59","23.53","1.73","1.06"
"Nifty Smallcap 250","17-12-2019","4719.70","4738.80","4713.90","4736.85","32.70","0.70","236480941","2655.14","55.03","1.73","1.27"
"Nifty Private Bank","17-12-2019","17708.65","17763.25","17653.25","17732.05","85.90","0.49","193686480","4157.73","40.50","3.91","0.38"
"Nifty Tata Group 25% Cap","17-12-2019","NaN","NaN","NaN","4865.73","68.76","1.43","90412880","3829.62","20.98","2.64","1.04"
"Nifty Tata Group","17-12-2019","NaN","NaN","NaN","6952.44","110.19","1.61","101444485","4014.69","24.09","5.14","1.14"
"Nifty Mahindra Group","17-12-2019","NaN","NaN","NaN","9695.10","-9.29","-0.10","11380267","537.14","15.35","2.58","1.71"
"Nifty Midcap 150","17-12-2019","6230.45","6250.30","6216.00","6247.15","31.35","0.50","307629846","5473.32","27.70","2.81","1.05"
"Nifty 8-13 yr G-Sec","17-12-2019","1989.39","1995.64","1989.21","1995.64","6.63","0.33","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","17-12-2019","2121.94","2125.94","2121.94","2125.78","4.25","0.20","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","17-12-2019","2105.06","2114.10","2105.06","2114.10","9.46","0.45","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","17-12-2019","2276.60","2283.20","2276.60","2283.20","7.05","0.31","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","17-12-2019","2026.11","2031.70","2025.98","2031.70","5.98","0.30","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","17-12-2019","1831.19","1837.68","1830.30","1837.68","6.82","0.37","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","17-12-2019","927.28","930.61","926.82","930.61","3.33","0.36","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","17-12-2019","NaN","NaN","NaN","1857.48","0.24","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","17-12-2019","NaN","NaN","NaN","5938.34","56.44","0.96","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","16-12-2019","12131.35","12134.65","12046.30","12053.95","-32.75","-0.27","437703921","16110.34","28.09","3.72","1.24"
"Nifty Next 50","16-12-2019","28095.90","28121.60","27896.00","27915.25","-161.45","-0.58","331819900","5141.39","69.15","3.72","1.19"
"Nifty 100","16-12-2019","12222.85","12226.00","12137.40","12144.85","-37.85","-0.31","773530469","21280.81","30.50","3.72","1.23"
"Nifty 200","16-12-2019","6229.80","6231.45","6185.30","6188.80","-20.75","-0.33","1015599036","25566.76","29.82","3.53","1.23"
"Nifty 500","16-12-2019","9815.25","9817.65","9747.95","9753.00","-30.60","-0.31","1240487459","27566.74","30.86","3.36","1.21"
"Nifty Midcap 50","16-12-2019","4652.65","4657.80","4603.65","4607.70","-34.00","-0.73","211740612","3468.81","22.42","2.00","1.49"
"NIFTY Midcap 100","16-12-2019","16981.75","16996.95","16821.25","16842.10","-90.30","-0.53","242068567","4285.95","25.03","2.46","1.20"
"NIFTY Smallcap 100","16-12-2019","5672.20","5674.25","5642.45","5647.45","-4.75","-0.08","143572484","1239.29","115.84","1.94","1.23"
"Nifty50 Dividend Points","16-12-2019","NaN","NaN","NaN","117.82","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","16-12-2019","8087.75","8109.05","7981.95","7990.80","-78.90","-0.98","57313544","2077.41","23.59","3.54","1.38"
"Nifty Bank","16-12-2019","32159.00","32186.95","31897.75","31974.20","-40.05","-0.13","306021290","5773.52","40.03","3.40","0.31"
"Nifty Energy","16-12-2019","16117.25","16141.40","15959.50","15974.20","-93.85","-0.58","56212467","1588.77","13.28","1.75","2.92"
"Nifty Financial Services","16-12-2019","14455.10","14466.60","14386.25","14417.60","7.15","0.05","130823469","7094.86","34.93","4.49","0.49"
"Nifty FMCG","16-12-2019","30459.80","30523.35","30008.25","30043.10","-383.15","-1.26","22268600","1320.63","37.28","10.38","1.35"
"Nifty IT","16-12-2019","15263.75","15446.25","15223.10","15348.70","148.15","0.97","28614674","2666.79","20.68","5.10","2.00"
"Nifty Media","16-12-2019","1777.90","1777.90","1751.60","1755.00","-10.70","-0.61","60061926","420.78","52.22","2.17","1.17"
"Nifty Metal","16-12-2019","2640.55","2642.50","2586.65","2591.10","-35.65","-1.36","109215224","1646.17","9.42","1.09","4.69"
"Nifty MNC","16-12-2019","13755.10","13795.30","13625.10","13635.60","-108.65","-0.79","188527089","1967.01","NaN","3.98","1.87"
"Nifty Pharma","16-12-2019","8017.95","8091.30","7990.10","8025.85","-19.20","-0.24","27289914","1449.06","25.56","3.13","0.65"
"Nifty PSU Bank","16-12-2019","2583.95","2589.50","2546.20","2555.25","-15.45","-0.60","103373519","1763.59","NaN","0.76","0.04"
"Nifty Realty","16-12-2019","287.15","289.85","287.05","289.35","1.70","0.59","9702765","242.94","29.02","2.73","0.47"
"Nifty India Consumption","16-12-2019","4920.95","4927.30","4856.70","4861.15","-50.60","-1.03","62436507","3696.26","53.95","5.66","1.16"
"Nifty Commodities","16-12-2019","3394.60","3398.50","3348.25","3350.95","-34.35","-1.01","161554205","3702.47","13.52","1.56","3.07"
"Nifty Dividend Opportunities 50","16-12-2019","2521.95","2524.20","2503.60","2506.05","-9.15","-0.36","186228354","6322.97","14.61","2.31","3.78"
"Nifty Infrastructure","16-12-2019","3279.05","3281.90","3240.55","3243.85","-23.30","-0.71","115050123","4435.40","24.33","2.40","1.85"
"Nifty PSE","16-12-2019","3176.75","3180.55","3147.90","3152.35","-19.60","-0.62","102160923","1144.89","9.63","1.33","4.68"
"Nifty Services Sector","16-12-2019","17239.70","17267.05","17174.60","17218.15","45.50","0.26","379999265","11938.21","31.89","4.08","1.06"
"Nifty50 Shariah","16-12-2019","NaN","NaN","NaN","2450.48","4.39","0.18","61064790","4186.56","23.97","4.42","2.09"
"Nifty500 Shariah","16-12-2019","NaN","NaN","NaN","2928.83","-1.65","-0.06","185551800","7790.28","25.40","4.29","1.65"
"Nifty Low Volatility 50","16-12-2019","NaN","NaN","NaN","10462.68","-47.61","-0.45","95774446","8878.28","22.40","3.63","1.49"
"Nifty Alpha 50","16-12-2019","12779.90","12788.85","12723.95","12736.80","-16.50","-0.13","85865497","7528.73","28.50","3.75","0.60"
"Nifty High Beta 50","16-12-2019","NaN","NaN","NaN","1362.07","-10.84","-0.79","711731129","8673.95","NaN","1.07","1.44"
